Micro Pollutant,MP Category,Initial Concentration of MP (mg/L),Compound MW (g/mol),Compound Charge,Log D (pH=6.5-7),Log Kow,pKa,Stokes Radius/Compound size ,Initial FS pH,Type of MB,FO membrane description,MB Contact Angle (°),MB Zeta Potential,Draw Solution,DS MW (g mol-1),DS Concentration (M),Operating Time (h),Cross Flow Velocity (cm/s),"Water Flux, Jw (LMH)","Reverse Salt Flux, Js (gMH)",Temperature (⁰C),Removal Rate (%),Reference,Reference ID,Additional references,ID number,,,,,,,,,,,,,,,,,,
DEET,Pesticide,2.00E-03,191.3,0,2.42,2.42,-1.37,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,99.64,(Xie et al. 2018),13,,269,,,,,,,,,,,,,,,,,,
Estriol,Hormones,2.00E-03,288.4,0,2.53,2.53,10.25,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,97.94,(Xie et al. 2018),13,,270,,,,,,,,,,,,,,,,,,
Atrazine,Pesticide,2.00E-03,215.7,0,2.64,2.2,2.27,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,95.61,(Xie et al. 2018),13,,271,,,,,,,,,,,,,,,,,,
Ametryn,Pesticide,2.00E-03,227.3,0,2.97,2.98,3.71,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,98.93,(Xie et al. 2018),13,,272,,,,,,,,,,,,,,,,,,
Amitriptyline,Pharmaceutical,2.00E-03,277.4,1,3.21,4.92,9.18,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,94.09,(Xie et al. 2018),13,,273,,,,,,,,,,,,,,,,,,
Benzophenone,Endocrine disrupting chemicals,2.00E-03,182.2,0,3.21,3.18,,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,96.87,(Xie et al. 2018),13,,274,,,,,,,,,,,,,,,,,,
4-tert-Butylphenol,Organic Compounds,2.00E-03,150.2,0,3.39,3.4,10.13,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,83.79,(Xie et al. 2018),13,,275,,,,,,,,,,,,,,,,,,
Oxybenzone,Personal care product,2.00E-03,228.2,0,3.42,3.79,7.56,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,99.64,(Xie et al. 2018),13,,276,,,,,,,,,,,,,,,,,,
Estrone,Natural estrogens,2.00E-03,270.4,0,3.62,3.62,10.25,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,99.01,(Xie et al. 2018),13,,277,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,2.00E-03,228.3,0,3.64,3.32,10.29,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,96.69,(Xie et al. 2018),13,,278,,,,,,,,,,,,,,,,,,
17-alpha-Ethinyl estradiol,Hormones,2.00E-03,296.4,0,4.11,4.11,10.29,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,97.76,(Xie et al. 2018),13,,279,,,,,,,,,,,,,,,,,,
17beta-estradiol,Hormones,2.00E-03,272.4,0,4.14,4.14,10.27,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,97.94,(Xie et al. 2018),13,,280,,,,,,,,,,,,,,,,,,
Triclosan,Detergent,2.00E-03,289.5,0,4.93,5.17,7.9,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,97.67,(Xie et al. 2018),13,,281,,,,,,,,,,,,,,,,,,
Estradiol 17beta-acetate,Personal care product,2.00E-03,314.4,0,5.11,5.11,10.26,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,93.01,(Xie et al. 2018),13,,282,,,,,,,,,,,,,,,,,,
4-tert-Octylphenol,Organic Compounds,2.00E-03,206.3,0,5.18,3.4,10.13,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,99.73,(Xie et al. 2018),13,,283,,,,,,,,,,,,,,,,,,
Octocrylene,Personal care product,2.00E-03,361.5,0,6.89,6.89,,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,1,,9,,,25,96.51,(Xie et al. 2018),13,,284,,,,,,,,,,,,,,,,,,
Clofibric acid,Lipid lowering drug,2.00E-03,214.6,-1,-1.29,2.43,3.18,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.28,(Xie et al. 2018),13,,285,,,,,,,,,,,,,,,,,,
Salicylic Acid,Personal care product,2.00E-03,138.1,-1,-1.14,2.26,3.01,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.01,(Xie et al. 2018),13,,286,,,,,,,,,,,,,,,,,,
Ketoprofen,Analgesics,2.00E-03,254.3,-1,-0.55,2.91,4.23,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.37,(Xie et al. 2018),13,,287,,,,,,,,,,,,,,,,,,
Fenoprop,Pharmaceutical,2.00E-03,269.5,-1,-0.28,3.45,2.93,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.55,(Xie et al. 2018),13,,288,,,,,,,,,,,,,,,,,,
Naproxen,Analgesics,2.00E-03,230.3,-1,-0.18,2.88,4.84,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,100,(Xie et al. 2018),13,,289,,,,,,,,,,,,,,,,,,
Metronidazole,Pharmaceutical,2.00E-03,171.2,0,-0.14,-0.14,14.44,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,90.24,(Xie et al. 2018),13,,290,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.00E-03,206.3,-1,0.14,3.5,4.41,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.46,(Xie et al. 2018),13,,291,,,,,,,,,,,,,,,,,,
Primidone,Pharmaceutical,2.00E-03,218.3,0,0.83,0.91,12.26,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.46,(Xie et al. 2018),13,,292,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.00E-03,296.2,0,1.06,4.51,4.18,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.64,(Xie et al. 2018),13,,293,,,,,,,,,,,,,,,,,,
Gemfibrozil,Pharmaceutical,2.00E-03,250.3,-1,1.18,4.3,4.75,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.19,(Xie et al. 2018),13,,294,,,,,,,,,,,,,,,,,,
Propoxur,Pesticide,2.00E-03,209.2,-1,1.54,1.52,12.28,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.64,(Xie et al. 2018),13,,295,,,,,,,,,,,,,,,,,,
Enterolactone,,2.00E-03,298.33,0,1.88,1.89,9.93,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.64,(Xie et al. 2018),13,,296,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.00E-03,236.3,0,1.89,2.45,13.94,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,98.66,(Xie et al. 2018),13,,297,,,,,,,,,,,,,,,,,,
Pentachlorophenol,Organic Compounds,2.00E-03,266.4,0,2.19,5.12,4.68,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.1,(Xie et al. 2018),13,,298,,,,,,,,,,,,,,,,,,
DEET,Pesticide,2.00E-03,191.3,0,2.42,2.42,-1.37,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.73,(Xie et al. 2018),13,,299,,,,,,,,,,,,,,,,,,
Estriol,Hormones,2.00E-03,288.4,0,2.53,2.53,10.25,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,98.3,(Xie et al. 2018),13,,300,,,,,,,,,,,,,,,,,,
Atrazine,Pesticide,2.00E-03,215.7,0,2.64,2.2,2.27,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,98.66,(Xie et al. 2018),13,,301,,,,,,,,,,,,,,,,,,
Ametryn,Pesticide,2.00E-03,227.3,0,2.97,2.98,3.71,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.37,(Xie et al. 2018),13,,302,,,,,,,,,,,,,,,,,,
Amitriptyline,Pharmaceutical,2.00E-03,277.4,1,3.21,4.92,9.18,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,100,(Xie et al. 2018),13,,303,,,,,,,,,,,,,,,,,,
Benzophenone,Endocrine disrupting chemicals,2.00E-03,182.2,0,3.21,3.18,,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,98.93,(Xie et al. 2018),13,,304,,,,,,,,,,,,,,,,,,
4-tert-Butylphenol,Organic Compounds,2.00E-03,150.2,0,3.39,3.4,10.13,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,90.42,(Xie et al. 2018),13,,305,,,,,,,,,,,,,,,,,,
Oxybenzone,Personal care product,2.00E-03,228.2,0,3.42,3.79,7.56,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.91,(Xie et al. 2018),13,,306,,,,,,,,,,,,,,,,,,
Estrone,Natural estrogens,2.00E-03,270.4,0,3.62,3.62,10.25,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.82,(Xie et al. 2018),13,,307,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,2.00E-03,228.3,0,3.64,3.32,10.29,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,97.76,(Xie et al. 2018),13,,308,,,,,,,,,,,,,,,,,,
17-alpha-Ethinyl estradiol,Hormones,2.00E-03,296.4,0,4.11,4.11,10.29,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,98.84,(Xie et al. 2018),13,,309,,,,,,,,,,,,,,,,,,
17beta-estradiol,Hormones,2.00E-03,272.4,0,4.14,4.14,10.27,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.46,(Xie et al. 2018),13,,310,,,,,,,,,,,,,,,,,,
Triclosan,Detergent,2.00E-03,289.5,0,4.93,5.17,7.9,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.46,(Xie et al. 2018),13,,311,,,,,,,,,,,,,,,,,,
Estradiol 17beta-acetate,Personal care product,2.00E-03,314.4,0,5.11,5.11,10.26,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,99.01,(Xie et al. 2018),13,,312,,,,,,,,,,,,,,,,,,
4-tert-Octylphenol,Organic Compounds,2.00E-03,206.3,0,5.18,3.4,10.13,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,100,(Xie et al. 2018),13,,313,,,,,,,,,,,,,,,,,,
Octocrylene,Personal care product,2.00E-03,361.5,0,6.89,6.89,,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,2,,9,,,25,96.87,(Xie et al. 2018),13,,314,,,,,,,,,,,,,,,,,,
Clofibric acid,Lipid lowering drug,2.00E-03,214.6,-1,-1.29,2.43,3.18,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,80.48,(Xie et al. 2018),13,,315,,,,,,,,,,,,,,,,,,
Salicylic Acid,Personal care product,2.00E-03,138.1,-1,-1.14,2.26,3.01,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,97.67,(Xie et al. 2018),13,,316,,,,,,,,,,,,,,,,,,
Ketoprofen,Analgesics,2.00E-03,254.3,-1,-0.55,2.91,4.23,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,97.58,(Xie et al. 2018),13,,317,,,,,,,,,,,,,,,,,,
Fenoprop,Pharmaceutical,2.00E-03,269.5,-1,-0.28,3.45,2.93,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,89.7,(Xie et al. 2018),13,,318,,,,,,,,,,,,,,,,,,
Naproxen,Analgesics,2.00E-03,230.3,-1,-0.18,2.88,4.84,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,96.69,(Xie et al. 2018),13,,319,,,,,,,,,,,,,,,,,,
Metronidazole,Pharmaceutical,2.00E-03,171.2,0,-0.14,-0.14,14.44,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,67.76,(Xie et al. 2018),13,,320,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.00E-03,206.3,-1,0.14,3.5,4.41,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,81.1,(Xie et al. 2018),13,,321,,,,,,,,,,,,,,,,,,
Primidone,Pharmaceutical,2.00E-03,218.3,0,0.83,0.91,12.26,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,94.45,(Xie et al. 2018),13,,322,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.00E-03,296.2,0,1.06,4.51,4.18,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,96.33,(Xie et al. 2018),13,,323,,,,,,,,,,,,,,,,,,
Gemfibrozil,Pharmaceutical,2.00E-03,250.3,-1,1.18,4.3,4.75,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,98.75,(Xie et al. 2018),13,,324,,,,,,,,,,,,,,,,,,
Propoxur,Pesticide,2.00E-03,209.2,-1,1.54,1.52,12.28,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,88.45,(Xie et al. 2018),13,,325,,,,,,,,,,,,,,,,,,
Enterolactone,,2.00E-03,298.33,0,1.88,1.89,9.93,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,96.51,(Xie et al. 2018),13,,326,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.00E-03,236.3,0,1.89,2.45,13.94,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,86.75,(Xie et al. 2018),13,,327,,,,,,,,,,,,,,,,,,
Pentachlorophenol,Organic Compounds,2.00E-03,266.4,0,2.19,5.12,4.68,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,88.81,(Xie et al. 2018),13,,328,,,,,,,,,,,,,,,,,,
DEET,Pesticide,2.00E-03,191.3,0,2.42,2.42,-1.37,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,99.55,(Xie et al. 2018),13,,329,,,,,,,,,,,,,,,,,,
Estriol,Hormones,2.00E-03,288.4,0,2.53,2.53,10.25,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,97.49,(Xie et al. 2018),13,,330,,,,,,,,,,,,,,,,,,
Atrazine,Pesticide,2.00E-03,215.7,0,2.64,2.2,2.27,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,92.93,(Xie et al. 2018),13,,331,,,,,,,,,,,,,,,,,,
Ametryn,Pesticide,2.00E-03,227.3,0,2.97,2.98,3.71,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,96.96,(Xie et al. 2018),13,,332,,,,,,,,,,,,,,,,,,
Amitriptyline,Pharmaceutical,2.00E-03,277.4,1,3.21,4.92,9.18,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,90.06,(Xie et al. 2018),13,,333,,,,,,,,,,,,,,,,,,
Benzophenone,Endocrine disrupting chemicals,2.00E-03,182.2,0,3.21,3.18,,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,87.64,(Xie et al. 2018),13,,334,,,,,,,,,,,,,,,,,,
4-tert-Butylphenol,Organic Compounds,2.00E-03,150.2,0,3.39,3.4,10.13,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,72.69,(Xie et al. 2018),13,,335,,,,,,,,,,,,,,,,,,
Oxybenzone,Personal care product,2.00E-03,228.2,0,3.42,3.79,7.56,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,96.06,(Xie et al. 2018),13,,336,,,,,,,,,,,,,,,,,,
Estrone,Natural estrogens,2.00E-03,270.4,0,3.62,3.62,10.25,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,96.15,(Xie et al. 2018),13,,337,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,2.00E-03,228.3,0,3.64,3.32,10.29,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,95.97,(Xie et al. 2018),13,,338,,,,,,,,,,,,,,,,,,
17-alpha-Ethinyl estradiol,Hormones,2.00E-03,296.4,0,4.11,4.11,10.29,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,93.28,(Xie et al. 2018),13,,339,,,,,,,,,,,,,,,,,,
17beta-estradiol,Hormones,2.00E-03,272.4,0,4.14,4.14,10.27,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,90.24,(Xie et al. 2018),13,,340,,,,,,,,,,,,,,,,,,
Triclosan,Detergent,2.00E-03,289.5,0,4.93,5.17,7.9,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,95.07,(Xie et al. 2018),13,,341,,,,,,,,,,,,,,,,,,
Estradiol 17beta-acetate,Personal care product,2.00E-03,314.4,0,5.11,5.11,10.26,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,89.7,(Xie et al. 2018),13,,342,,,,,,,,,,,,,,,,,,
4-tert-Octylphenol,Organic Compounds,2.00E-03,206.3,0,5.18,3.4,10.13,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,99.28,(Xie et al. 2018),13,,343,,,,,,,,,,,,,,,,,,
Octocrylene,Personal care product,2.00E-03,361.5,0,6.89,6.89,,,6.5,Aquaporin FO,,68.1,-17,NaCl,58.44,0.5,,9,15,,25,85.85,(Xie et al. 2018),13,,344,,,,,,,,,,,,,,,,,,
Metoprolol,Pharmaceutical,5.00E-01,267.4,1,-1.34,1.88,9.49,,3,TiO2 FO,TiO2 modified FO membrane,27.04,-5.4,NaCl,58.44,0.5,16,25,,,25,91.6,(Huang et al. 2015),14,,345,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,5.00E-01,253.3,-1,-0.22,0.89,1.39,,3,TiO2 FO,TiO2 modified FO membrane,27.04,-5.4,NaCl,58.44,0.5,16,25,,,25,89.6,(Huang et al. 2015),14,,346,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,5.00E-01,289.6,0,4.93,5.17,7.9,,3,TiO2 FO,TiO2 modified FO membrane,27.04,-5.4,NaCl,58.44,0.5,16,25,,,25,95.6,(Huang et al. 2015),14,,347,,,,,,,,,,,,,,,,,,
Metoprolol,Pharmaceutical,5.00E-01,267.4,1,-1.34,1.88,9.49,,3,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-3.3,NaCl,58.44,0.5,16,25,,,25,82.48,(Huang et al. 2015),14,,348,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,5.00E-01,253.3,-1,-0.22,0.89,1.39,,3,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-3.3,NaCl,58.44,0.5,16,25,,,25,84.8,(Huang et al. 2015),14,,349,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,5.00E-01,289.6,0,4.93,5.17,7.9,,3,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-3.3,NaCl,58.44,0.5,16,25,,,25,90.6,(Huang et al. 2015),14,,350,,,,,,,,,,,,,,,,,,
Metoprolol,Pharmaceutical,5.00E-01,267.4,1,-1.34,1.88,9.49,,5,TiO2 FO,TiO2 modified FO membrane,27.04,-29.1,NaCl,58.44,0.5,16,25,,,25,88.5,(Huang et al. 2015),14,,351,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,5.00E-01,253.3,-1,-0.22,0.89,1.39,,5,TiO2 FO,TiO2 modified FO membrane,27.04,-29.1,NaCl,58.44,0.5,16,25,,,25,94.5,(Huang et al. 2015),14,,352,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,5.00E-01,289.6,0,4.93,5.17,7.9,,5,TiO2 FO,TiO2 modified FO membrane,27.04,-29.1,NaCl,58.44,0.5,16,25,,,25,96.9,(Huang et al. 2015),14,,353,,,,,,,,,,,,,,,,,,
Metoprolol,Pharmaceutical,5.00E-01,267.4,1,-1.34,1.88,9.49,,5,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-23.4,NaCl,58.44,0.5,16,25,,,25,80.33,(Huang et al. 2015),14,,354,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,5.00E-01,253.3,-1,-0.22,0.89,1.39,,5,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-23.4,NaCl,58.44,0.5,16,25,,,25,91.7,(Huang et al. 2015),14,,355,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,5.00E-01,289.6,0,4.93,5.17,7.9,,5,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-23.4,NaCl,58.44,0.5,16,25,,,25,94.05,(Huang et al. 2015),14,,356,,,,,,,,,,,,,,,,,,
Metoprolol,Pharmaceutical,5.00E-01,267.4,1,-1.34,1.88,9.49,,7,TiO2 FO,TiO2 modified FO membrane,27.04,-42.48,NaCl,58.44,0.5,16,25,,,25,90.2,(Huang et al. 2015),14,,357,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,5.00E-01,253.3,-1,-0.22,0.89,1.39,,7,TiO2 FO,TiO2 modified FO membrane,27.04,-42.48,NaCl,58.44,0.5,16,25,,,25,99.1,(Huang et al. 2015),14,,358,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,5.00E-01,289.6,0,4.93,5.17,7.9,,7,TiO2 FO,TiO2 modified FO membrane,27.04,-42.48,NaCl,58.44,0.5,16,25,,,25,98.2,(Huang et al. 2015),14,,359,,,,,,,,,,,,,,,,,,
Metoprolol,Pharmaceutical,5.00E-01,267.4,1,-1.34,1.88,9.49,,7,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-33.35,NaCl,58.44,0.5,16,25,,,25,81.65,(Huang et al. 2015),14,,360,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,5.00E-01,253.3,-1,-0.22,0.89,1.39,,7,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-33.35,NaCl,58.44,0.5,16,25,,,25,94.7,(Huang et al. 2015),14,,361,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,5.00E-01,289.6,0,4.93,5.17,7.9,,7,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-33.35,NaCl,58.44,0.5,16,25,,,25,96.86,(Huang et al. 2015),14,,362,,,,,,,,,,,,,,,,,,
Metoprolol,Pharmaceutical,5.00E-01,267.4,1,-1.34,1.88,9.49,,9,TiO2 FO,TiO2 modified FO membrane,27.04,-45.65,NaCl,58.44,0.5,16,25,,,25,89.8,(Huang et al. 2015),14,,363,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,5.00E-01,253.3,-1,-0.22,0.89,1.39,,9,TiO2 FO,TiO2 modified FO membrane,27.04,-45.65,NaCl,58.44,0.5,16,25,,,25,99.5,(Huang et al. 2015),14,,364,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,5.00E-01,289.6,0,4.93,5.17,7.9,,9,TiO2 FO,TiO2 modified FO membrane,27.04,-45.65,NaCl,58.44,0.5,16,25,,,25,99.6,(Huang et al. 2015),14,,365,,,,,,,,,,,,,,,,,,
Metoprolol,Pharmaceutical,5.00E-01,267.4,1,-1.34,1.88,9.49,,9,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-36.84,NaCl,58.44,0.5,16,25,,,25,80,(Huang et al. 2015),14,,366,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,5.00E-01,253.3,-1,-0.22,0.89,1.39,,9,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-36.84,NaCl,58.44,0.5,16,25,,,25,96.7,(Huang et al. 2015),14,,367,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,5.00E-01,289.6,0,4.93,5.17,7.9,,9,TFC Polysulfocate FO,Thin film composite polysulfonate forward osmosis (FO),37.17,-36.84,NaCl,58.44,0.5,16,25,,,25,98.51,(Huang et al. 2015),14,,368,,,,,,,,,,,,,,,,,,
Amitriptyline,Pharmaceutical,2.00E-03,277,1,2.28,4.92,9.18,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,85.88,(Xie et al. 2014),15,,369,,,,,,,,,,,,,,,,,,
Trimethoprim,Pharmaceutical,2.00E-03,290,1,0.27,0.91,7.04,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,94.27,(Xie et al. 2014),15,,370,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,2.00E-03,253,-1,-0.96,0.89,5.18,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,98.47,(Xie et al. 2014),15,,371,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.00E-03,296,-1,1.77,4.55,4.18,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,99.24,(Xie et al. 2014),15,,372,,,,,,,,,,,,,,,,,,
Bezafibrate,Pharmaceutical,2.00E-03,362,-1,-0.93,2.5,3.29,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,91.98,(Xie et al. 2014),15,,373,,,,,,,,,,,,,,,,,,
Caffeine,Stimulant,2.00E-03,194,0,-0.63,-0.07,0.52,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,63.74,(Xie et al. 2014),15,,374,,,,,,,,,,,,,,,,,,
Atrazine,Pesticide,2.00E-03,216,0,2.64,2.2,2.27,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,85.11,(Xie et al. 2014),15,,375,,,,,,,,,,,,,,,,,,
Primidone,Pharmaceutical,2.00E-03,218,0,0.83,0.91,12.26,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,70.23,(Xie et al. 2014),15,,376,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.00E-03,236,0,1.89,2.45,13.94,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,91.6,(Xie et al. 2014),15,,377,,,,,,,,,,,,,,,,,,
Pentachlorophenol,Organic Compounds,2.00E-03,266,0,2.85,5.12,4.68,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,81.3,(Xie et al. 2014),15,,378,,,,,,,,,,,,,,,,,,
